IdForma,Stats,Valor (base)
353 - A,Atk,75
353 - A,Def,35
353 - A,Sp Atk,63
353 - A,Sp Def,33
353 - A,Spd,45
354 - A,Hp,64
354 - A,Atk,115
354 - A,Def,65
354 - A,Sp Atk,83
354 - A,Sp Def,63
354 - A,Spd,65
355 - A,Hp,20
355 - A,Atk,40
355 - A,Def,90
355 - A,Sp Atk,30
355 - A,Sp Def,90
355 - A,Spd,25
356 - A,Hp,40
356 - A,Atk,70
356 - A,Def,130
356 - A,Sp Atk,60
356 - A,Sp Def,130
356 - A,Spd,25
357 - A,Hp,99
357 - A,Atk,68
357 - A,Def,83
357 - A,Sp Atk,72
357 - A,Sp Def,87
357 - A,Spd,51
358 - A,Hp,75
358 - A,Atk,50
358 - A,Def,80
358 - A,Sp Atk,95
358 - A,Sp Def,90
358 - A,Spd,65
359 - A,Hp,65
359 - A,Atk,130
359 - A,Def,60
359 - A,Sp Atk,75
359 - A,Sp Def,60
359 - A,Spd,75
360 - A,Hp,95
360 - A,Atk,23
360 - A,Def,48
360 - A,Sp Atk,23
360 - A,Sp Def,48
360 - A,Spd,23
361 - A,Hp,50
361 - A,Atk,50
361 - A,Def,50
361 - A,Sp Atk,50
361 - A,Sp Def,50
361 - A,Spd,50
362 - A,Hp,80
362 - A,Atk,80
362 - A,Def,80
362 - A,Sp Atk,80
362 - A,Sp Def,80
362 - A,Spd,80
363 - A,Hp,70
363 - A,Atk,40
363 - A,Def,50
363 - A,Sp Atk,55
363 - A,Sp Def,50
363 - A,Spd,25
364 - A,Hp,90
364 - A,Atk,60
364 - A,Def,70
364 - A,Sp Atk,75
364 - A,Sp Def,70
364 - A,Spd,45
365 - A,Hp,110
365 - A,Atk,80
365 - A,Def,90
365 - A,Sp Atk,95
365 - A,Sp Def,90
365 - A,Spd,65
366 - A,Hp,35
366 - A,Atk,64
366 - A,Def,85
366 - A,Sp Atk,74
366 - A,Sp Def,55
366 - A,Spd,32
367 - A,Hp,55
367 - A,Atk,104
367 - A,Def,105
367 - A,Sp Atk,94
367 - A,Sp Def,75
367 - A,Spd,52
368 - A,Hp,55
368 - A,Atk,84
368 - A,Def,105
368 - A,Sp Atk,114
368 - A,Sp Def,75
368 - A,Spd,52
369 - A,Hp,100
369 - A,Atk,90
369 - A,Def,130
369 - A,Sp Atk,45
369 - A,Sp Def,65
369 - A,Spd,55
370 - A,Hp,43
370 - A,Atk,30
370 - A,Def,55
370 - A,Sp Atk,40
370 - A,Sp Def,65
370 - A,Spd,97
371 - A,Hp,45
371 - A,Atk,75
371 - A,Def,60
371 - A,Sp Atk,40
371 - A,Sp Def,30
371 - A,Spd,50
372 - A,Hp,65
372 - A,Atk,95
372 - A,Def,100
372 - A,Sp Atk,60
372 - A,Sp Def,50
372 - A,Spd,50
373 - A,Hp,95
373 - A,Atk,135
373 - A,Def,80
373 - A,Sp Atk,110
373 - A,Sp Def,80
373 - A,Spd,100
374 - A,Hp,40
374 - A,Atk,55
374 - A,Def,80
374 - A,Sp Atk,35
374 - A,Sp Def,60
374 - A,Spd,30
375 - A,Hp,60
375 - A,Atk,75
375 - A,Def,100
375 - A,Sp Atk,55
375 - A,Sp Def,80
375 - A,Spd,50
376 - A,Hp,80
376 - A,Atk,135
376 - A,Def,130
376 - A,Sp Atk,95
376 - A,Sp Def,90
376 - A,Spd,70
377 - A,Hp,80
377 - A,Atk,100
377 - A,Def,200
377 - A,Sp Atk,50
377 - A,Sp Def,100
377 - A,Spd,50
378 - A,Hp,80
378 - A,Atk,50
378 - A,Def,100
378 - A,Sp Atk,100
378 - A,Sp Def,200
378 - A,Spd,50
379 - A,Hp,80
379 - A,Atk,75
379 - A,Def,150
379 - A,Sp Atk,75
379 - A,Sp Def,150
379 - A,Spd,50
380 - A,Hp,80
380 - A,Atk,80
380 - A,Def,90
380 - A,Sp Atk,110
380 - A,Sp Def,130
380 - A,Spd,110
381 - A,Hp,80
381 - A,Atk,90
381 - A,Def,80
381 - A,Sp Atk,130
381 - A,Sp Def,110
381 - A,Spd,110
382 - A,Hp,100
382 - A,Atk,100
382 - A,Def,90
382 - A,Sp Atk,150
382 - A,Sp Def,140
382 - A,Spd,90
382 - B,Hp,100
382 - B,Atk,150
382 - B,Def,90
382 - B,Sp Atk,180
382 - B,Sp Def,160
382 - B,Spd,90
383 - A,Hp,100
383 - A,Atk,150
383 - A,Def,140
383 - A,Sp Atk,100
383 - A,Sp Def,90
383 - A,Spd,90
383 - B,Hp,100
383 - B,Atk,180
383 - B,Def,160
383 - B,Sp Atk,150
383 - B,Sp Def,90
383 - B,Spd,90
384 - A,Hp,105
384 - A,Atk,150
384 - A,Def,90
384 - A,Sp Atk,150
384 - A,Sp Def,90
384 - A,Spd,95
385 - A,Hp,100
385 - A,Atk,100
385 - A,Def,100
385 - A,Sp Atk,100
385 - A,Sp Def,100
385 - A,Spd,100
386 - A,Hp,50
386 - A,Atk,150
386 - A,Def,50
386 - A,Sp Atk,150
386 - A,Sp Def,50
386 - A,Spd,150
386 - B,Hp,50
386 - B,Atk,180
386 - B,Def,20
386 - B,Sp Atk,180
386 - B,Sp Def,20
386 - B,Spd,150
386 - C,Hp,50
386 - C,Atk,70
386 - C,Def,160
386 - C,Sp Atk,70
386 - C,Sp Def,160
386 - C,Spd,90
386 - D,Hp,50
386 - D,Atk,95
386 - D,Def,90
386 - D,Sp Atk,95
386 - D,Sp Def,90
386 - D,Spd,180
387 - A,Hp,55
387 - A,Atk,68
387 - A,Def,64
387 - A,Sp Atk,45
387 - A,Sp Def,55
387 - A,Spd,31
388 - A,Hp,75
388 - A,Atk,89
388 - A,Def,85
388 - A,Sp Atk,55
388 - A,Sp Def,65
388 - A,Spd,36
389 - A,Hp,95
389 - A,Atk,109
389 - A,Def,105
389 - A,Sp Atk,75
389 - A,Sp Def,85
389 - A,Spd,56
390 - A,Hp,44
390 - A,Atk,58
390 - A,Def,44
390 - A,Sp Atk,58
390 - A,Sp Def,44
390 - A,Spd,61
391 - A,Hp,64
391 - A,Atk,78
391 - A,Def,52
391 - A,Sp Atk,78
391 - A,Sp Def,52
391 - A,Spd,81
392 - A,Hp,76
392 - A,Atk,104
392 - A,Def,71
392 - A,Sp Atk,104
392 - A,Sp Def,71
392 - A,Spd,108
393 - A,Hp,53
393 - A,Atk,51
393 - A,Def,53
393 - A,Sp Atk,61
393 - A,Sp Def,56
393 - A,Spd,40
394 - A,Hp,64
394 - A,Atk,66
394 - A,Def,68
394 - A,Sp Atk,81
394 - A,Sp Def,76
394 - A,Spd,50
395 - A,Hp,84
395 - A,Atk,86
395 - A,Def,88
395 - A,Sp Atk,111
395 - A,Sp Def,101
395 - A,Spd,60
396 - A,Hp,40
396 - A,Atk,55
396 - A,Def,30
396 - A,Sp Atk,30
396 - A,Sp Def,30
396 - A,Spd,60
397 - A,Hp,55
397 - A,Atk,75
397 - A,Def,50
397 - A,Sp Atk,40
397 - A,Sp Def,40
397 - A,Spd,80
398 - A,Hp,85
398 - A,Atk,120
398 - A,Def,70
398 - A,Sp Atk,50
398 - A,Sp Def,60
398 - A,Spd,100
399 - A,Hp,59
399 - A,Atk,45
399 - A,Def,40
399 - A,Sp Atk,35
399 - A,Sp Def,40
399 - A,Spd,31
400 - A,Hp,79
400 - A,Atk,85
400 - A,Def,60
400 - A,Sp Atk,55
400 - A,Sp Def,60
400 - A,Spd,71
401 - A,Hp,37
401 - A,Atk,25
401 - A,Def,41
401 - A,Sp Atk,25
401 - A,Sp Def,41
401 - A,Spd,25
402 - A,Hp,77
402 - A,Atk,85
402 - A,Def,51
402 - A,Sp Atk,55
402 - A,Sp Def,51
402 - A,Spd,65
403 - A,Hp,45
403 - A,Atk,65
403 - A,Def,34
403 - A,Sp Atk,40
403 - A,Sp Def,34
403 - A,Spd,45
404 - A,Hp,60
404 - A,Atk,85
404 - A,Def,49
404 - A,Sp Atk,60
404 - A,Sp Def,49
404 - A,Spd,60
405 - A,Hp,80
405 - A,Atk,120
405 - A,Def,79
405 - A,Sp Atk,95
405 - A,Sp Def,79
405 - A,Spd,70
406 - A,Hp,40
406 - A,Atk,30
406 - A,Def,35
406 - A,Sp Atk,50
406 - A,Sp Def,70
406 - A,Spd,55
407 - A,Hp,60
407 - A,Atk,70
407 - A,Def,65
407 - A,Sp Atk,125
407 - A,Sp Def,105
407 - A,Spd,90
408 - A,Hp,67
408 - A,Atk,125
408 - A,Def,40
408 - A,Sp Atk,30
408 - A,Sp Def,30
408 - A,Spd,58
409 - A,Hp,97
409 - A,Atk,165
409 - A,Def,60
409 - A,Sp Atk,65
409 - A,Sp Def,50
409 - A,Spd,58
410 - A,Hp,30
410 - A,Atk,42
410 - A,Def,118
410 - A,Sp Atk,42
410 - A,Sp Def,88
410 - A,Spd,30
411 - A,Hp,60
411 - A,Atk,52
411 - A,Def,168
411 - A,Sp Atk,47
411 - A,Sp Def,138
411 - A,Spd,30
412 - A,Hp,40
412 - A,Atk,29
412 - A,Def,45
412 - A,Sp Atk,29
412 - A,Sp Def,45
412 - A,Spd,36
413 - A,Hp,60
413 - A,Atk,59
413 - A,Def,85
413 - A,Sp Atk,79
413 - A,Sp Def,105
413 - A,Spd,36
413 - B,Hp,60
413 - B,Atk,79
413 - B,Def,105
413 - B,Sp Atk,59
413 - B,Sp Def,85
413 - B,Spd,36
413 - C,Hp,60
413 - C,Atk,69
413 - C,Def,95
413 - C,Sp Atk,69
413 - C,Sp Def,95
413 - C,Spd,36
414 - A,Hp,70
414 - A,Atk,94
414 - A,Def,50
414 - A,Sp Atk,94
414 - A,Sp Def,50
414 - A,Spd,66
415 - A,Hp,30
415 - A,Atk,30
415 - A,Def,42
415 - A,Sp Atk,30
415 - A,Sp Def,42
415 - A,Spd,70
416 - A,Hp,70
416 - A,Atk,80
416 - A,Def,102
416 - A,Sp Atk,80
416 - A,Sp Def,102
416 - A,Spd,40
417 - A,Hp,60
417 - A,Atk,45
417 - A,Def,70
417 - A,Sp Atk,45
417 - A,Sp Def,90
417 - A,Spd,95
418 - A,Hp,55
418 - A,Atk,65
418 - A,Def,35
418 - A,Sp Atk,60
418 - A,Sp Def,30
418 - A,Spd,85
419 - A,Hp,85
419 - A,Atk,105
419 - A,Def,55
419 - A,Sp Atk,85
419 - A,Sp Def,50
419 - A,Spd,115
420 - A,Hp,45
420 - A,Atk,35
420 - A,Def,45
420 - A,Sp Atk,62
420 - A,Sp Def,53
420 - A,Spd,35
421 - A,Hp,70
421 - A,Atk,60
421 - A,Def,70
421 - A,Sp Atk,87
421 - A,Sp Def,78
421 - A,Spd,85
422 - A,Hp,76
422 - A,Atk,48
422 - A,Def,48
422 - A,Sp Atk,57
422 - A,Sp Def,62
422 - A,Spd,34
423 - A,Hp,111
423 - A,Atk,83
423 - A,Def,68
423 - A,Sp Atk,92
423 - A,Sp Def,82
423 - A,Spd,39
424 - A,Hp,75
424 - A,Atk,100
424 - A,Def,66
424 - A,Sp Atk,60
424 - A,Sp Def,66
424 - A,Spd,115
425 - A,Hp,90
425 - A,Atk,50
425 - A,Def,34
425 - A,Sp Atk,60
425 - A,Sp Def,44
425 - A,Spd,70
426 - A,Hp,150
426 - A,Atk,80
426 - A,Def,44
426 - A,Sp Atk,90
426 - A,Sp Def,54
426 - A,Spd,80
427 - A,Hp,55
427 - A,Atk,66
427 - A,Def,44
427 - A,Sp Atk,44
427 - A,Sp Def,56
427 - A,Spd,85
428 - A,Hp,65
428 - A,Atk,76
428 - A,Def,84
428 - A,Sp Atk,54
428 - A,Sp Def,96
428 - A,Spd,105
429 - A,Hp,60
429 - A,Atk,60
429 - A,Def,60
429 - A,Sp Atk,105
429 - A,Sp Def,105
429 - A,Spd,105
430 - A,Hp,100
430 - A,Atk,125
430 - A,Def,52
430 - A,Sp Atk,105
430 - A,Sp Def,52
430 - A,Spd,71
431 - A,Hp,49
431 - A,Atk,55
431 - A,Def,42
431 - A,Sp Atk,42
431 - A,Sp Def,37
431 - A,Spd,85
432 - A,Hp,71
432 - A,Atk,82
432 - A,Def,64
432 - A,Sp Atk,64
432 - A,Sp Def,59
432 - A,Spd,112
433 - A,Hp,45
433 - A,Atk,30
433 - A,Def,50
433 - A,Sp Atk,65
433 - A,Sp Def,50
433 - A,Spd,45
434 - A,Hp,63
434 - A,Atk,63
434 - A,Def,47
434 - A,Sp Atk,41
434 - A,Sp Def,41
434 - A,Spd,74
435 - A,Hp,103
435 - A,Atk,93
435 - A,Def,67
435 - A,Sp Atk,71
435 - A,Sp Def,61
435 - A,Spd,84
436 - A,Hp,57
436 - A,Atk,24
436 - A,Def,86
436 - A,Sp Atk,24
436 - A,Sp Def,86
436 - A,Spd,23
437 - A,Hp,67
437 - A,Atk,89
437 - A,Def,116
437 - A,Sp Atk,79
437 - A,Sp Def,116
437 - A,Spd,33
438 - A,Hp,50
438 - A,Atk,80
438 - A,Def,95
438 - A,Sp Atk,10
438 - A,Sp Def,45
438 - A,Spd,10
439 - A,Hp,20
439 - A,Atk,25
439 - A,Def,45
439 - A,Sp Atk,70
439 - A,Sp Def,90
439 - A,Spd,60
440 - A,Hp,100
440 - A,Atk,5
440 - A,Def,5
440 - A,Sp Atk,15
440 - A,Sp Def,65
440 - A,Spd,30
441 - A,Hp,76
441 - A,Atk,65
441 - A,Def,45
441 - A,Sp Atk,92
441 - A,Sp Def,42
441 - A,Spd,91
442 - A,Hp,50
442 - A,Atk,92
442 - A,Def,108
442 - A,Sp Atk,92
442 - A,Sp Def,108
442 - A,Spd,35
443 - A,Hp,58
443 - A,Atk,70
443 - A,Def,45
443 - A,Sp Atk,40
443 - A,Sp Def,45
443 - A,Spd,42
444 - A,Hp,68
444 - A,Atk,90
444 - A,Def,65
444 - A,Sp Atk,50
444 - A,Sp Def,55
444 - A,Spd,82
445 - A,Hp,108
445 - A,Atk,130
445 - A,Def,95
445 - A,Sp Atk,80
445 - A,Sp Def,85
445 - A,Spd,102
446 - A,Hp,135
446 - A,Atk,85
446 - A,Def,40
446 - A,Sp Atk,40
446 - A,Sp Def,85
446 - A,Spd,5
447 - A,Hp,40
447 - A,Atk,70
447 - A,Def,40
447 - A,Sp Atk,35
447 - A,Sp Def,40
447 - A,Spd,60
448 - A,Hp,70
448 - A,Atk,110
448 - A,Def,70
448 - A,Sp Atk,115
448 - A,Sp Def,70
448 - A,Spd,90
449 - A,Hp,68
449 - A,Atk,72
449 - A,Def,78
449 - A,Sp Atk,38
449 - A,Sp Def,42
449 - A,Spd,32
450 - A,Hp,108
450 - A,Atk,112
450 - A,Def,118
450 - A,Sp Atk,68
450 - A,Sp Def,72
450 - A,Spd,47
451 - A,Hp,40
451 - A,Atk,50
451 - A,Def,90
451 - A,Sp Atk,30
451 - A,Sp Def,55
451 - A,Spd,65
452 - A,Hp,70
452 - A,Atk,90
452 - A,Def,110
452 - A,Sp Atk,60
452 - A,Sp Def,75
452 - A,Spd,95
453 - A,Hp,48
453 - A,Atk,61
453 - A,Def,40
453 - A,Sp Atk,61
453 - A,Sp Def,40
453 - A,Spd,50
454 - A,Hp,83
454 - A,Atk,106
454 - A,Def,65
454 - A,Sp Atk,86
454 - A,Sp Def,65
454 - A,Spd,85
455 - A,Hp,74
455 - A,Atk,100
455 - A,Def,72
455 - A,Sp Atk,90
455 - A,Sp Def,72
455 - A,Spd,46
456 - A,Hp,49
456 - A,Atk,49
456 - A,Def,56
456 - A,Sp Atk,49
456 - A,Sp Def,61
456 - A,Spd,66
457 - A,Hp,69
457 - A,Atk,69
457 - A,Def,76
457 - A,Sp Atk,69
457 - A,Sp Def,86
457 - A,Spd,91
458 - A,Hp,45
458 - A,Atk,20
458 - A,Def,50
458 - A,Sp Atk,60
458 - A,Sp Def,120
458 - A,Spd,50
459 - A,Hp,60
459 - A,Atk,62
459 - A,Def,50
459 - A,Sp Atk,62
459 - A,Sp Def,60
459 - A,Spd,40
460 - A,Hp,90
460 - A,Atk,92
460 - A,Def,75
460 - A,Sp Atk,92
460 - A,Sp Def,85
460 - A,Spd,60
461 - A,Hp,70
461 - A,Atk,120
461 - A,Def,65
461 - A,Sp Atk,45
461 - A,Sp Def,85
461 - A,Spd,125
462 - A,Hp,70
462 - A,Atk,70
462 - A,Def,115
462 - A,Sp Atk,130
462 - A,Sp Def,90
462 - A,Spd,60
463 - A,Hp,110
463 - A,Atk,85
463 - A,Def,95
463 - A,Sp Atk,80
463 - A,Sp Def,95
463 - A,Spd,50
464 - A,Hp,115
464 - A,Atk,140
464 - A,Def,130
464 - A,Sp Atk,55
464 - A,Sp Def,55
464 - A,Spd,40
465 - A,Hp,100
465 - A,Atk,100
465 - A,Def,125
465 - A,Sp Atk,110
465 - A,Sp Def,50
465 - A,Spd,50
466 - A,Hp,75
466 - A,Atk,123
466 - A,Def,67
466 - A,Sp Atk,95
466 - A,Sp Def,85
466 - A,Spd,95
467 - A,Hp,75
467 - A,Atk,95
467 - A,Def,67
467 - A,Sp Atk,125
467 - A,Sp Def,95
467 - A,Spd,83
468 - A,Hp,85
468 - A,Atk,50
468 - A,Def,95
468 - A,Sp Atk,120
468 - A,Sp Def,115
468 - A,Spd,80
469 - A,Hp,86
469 - A,Atk,76
469 - A,Def,86
469 - A,Sp Atk,116
469 - A,Sp Def,56
469 - A,Spd,95
470 - A,Hp,65
470 - A,Atk,110
470 - A,Def,130
470 - A,Sp Atk,60
470 - A,Sp Def,65
470 - A,Spd,95
471 - A,Hp,65
471 - A,Atk,60
471 - A,Def,110
471 - A,Sp Atk,130
471 - A,Sp Def,95
471 - A,Spd,65
472 - A,Hp,75
472 - A,Atk,95
472 - A,Def,125
472 - A,Sp Atk,45
472 - A,Sp Def,75
472 - A,Spd,95
473 - A,Hp,110
473 - A,Atk,130
473 - A,Def,80
473 - A,Sp Atk,70
473 - A,Sp Def,60
473 - A,Spd,80
474 - A,Hp,85
474 - A,Atk,80
474 - A,Def,70
474 - A,Sp Atk,135
474 - A,Sp Def,75
474 - A,Spd,90
475 - A,Hp,68
475 - A,Atk,125
475 - A,Def,65
475 - A,Sp Atk,65
475 - A,Sp Def,115
475 - A,Spd,80
476 - A,Hp,60
476 - A,Atk,55
476 - A,Def,145
476 - A,Sp Atk,75
476 - A,Sp Def,150
476 - A,Spd,40
477 - A,Hp,45
477 - A,Atk,100
477 - A,Def,135
477 - A,Sp Atk,65
477 - A,Sp Def,135
477 - A,Spd,45
478 - A,Hp,70
478 - A,Atk,80
478 - A,Def,70
478 - A,Sp Atk,80
478 - A,Sp Def,70
478 - A,Spd,110
479 - A,Hp,50
479 - A,Atk,50
479 - A,Def,77
479 - A,Sp Atk,95
479 - A,Sp Def,77
479 - A,Spd,91
479 - B,Hp,50
479 - B,Atk,65
479 - B,Def,107
479 - B,Sp Atk,105
479 - B,Sp Def,107
479 - B,Spd,86
479 - C,Hp,50
479 - C,Atk,65
479 - C,Def,107
479 - C,Sp Atk,105
479 - C,Sp Def,107
479 - C,Spd,86
479 - D,Hp,50
479 - D,Atk,65
479 - D,Def,107
479 - D,Sp Atk,105
479 - D,Sp Def,107
479 - D,Spd,86
479 - E,Hp,50
479 - E,Atk,65
479 - E,Def,107
479 - E,Sp Atk,105
479 - E,Sp Def,107
479 - E,Spd,86
479 - F,Hp,50
479 - F,Atk,65
479 - F,Def,107
479 - F,Sp Atk,105
479 - F,Sp Def,107
479 - F,Spd,86
480 - A,Hp,75
480 - A,Atk,75
480 - A,Def,130
480 - A,Sp Atk,75
480 - A,Sp Def,130
480 - A,Spd,95
481 - A,Hp,80
481 - A,Atk,105
481 - A,Def,105
481 - A,Sp Atk,105
481 - A,Sp Def,105
481 - A,Spd,80
482 - A,Hp,75
482 - A,Atk,125
482 - A,Def,70
482 - A,Sp Atk,125
482 - A,Sp Def,70
482 - A,Spd,115
483 - A,Hp,100
483 - A,Atk,120
483 - A,Def,120
483 - A,Sp Atk,150
483 - A,Sp Def,100
483 - A,Spd,90
483 - B,Hp,100
483 - B,Atk,100
483 - B,Def,120
483 - B,Sp Atk,150
483 - B,Sp Def,120
483 - B,Spd,90
484 - A,Hp,90
484 - A,Atk,120
484 - A,Def,100
484 - A,Sp Atk,150
484 - A,Sp Def,120
484 - A,Spd,100
484 - B,Hp,90
484 - B,Atk,100
484 - B,Def,100
484 - B,Sp Atk,150
484 - B,Sp Def,120
484 - B,Spd,120
485 - A,Hp,91
485 - A,Atk,90
485 - A,Def,106
485 - A,Sp Atk,130
485 - A,Sp Def,106
485 - A,Spd,77
486 - A,Hp,110
486 - A,Atk,160
486 - A,Def,110
486 - A,Sp Atk,80
486 - A,Sp Def,110
486 - A,Spd,100
487 - A,Hp,150
487 - A,Atk,100
487 - A,Def,120
487 - A,Sp Atk,100
487 - A,Sp Def,120
487 - A,Spd,90
487 - B,Hp,150
487 - B,Atk,120
487 - B,Def,100
487 - B,Sp Atk,120
487 - B,Sp Def,100
487 - B,Spd,90
488 - A,Hp,120
488 - A,Atk,70
488 - A,Def,110
488 - A,Sp Atk,75
488 - A,Sp Def,120
488 - A,Spd,85
489 - A,Hp,80
489 - A,Atk,80
489 - A,Def,80
489 - A,Sp Atk,80
489 - A,Sp Def,80
489 - A,Spd,80
490 - A,Hp,100
490 - A,Atk,100
490 - A,Def,100
490 - A,Sp Atk,100
490 - A,Sp Def,100
490 - A,Spd,100
491 - A,Hp,70
491 - A,Atk,90
491 - A,Def,90
491 - A,Sp Atk,135
491 - A,Sp Def,90
491 - A,Spd,125
492 - A,Hp,100
492 - A,Atk,100
492 - A,Def,100
492 - A,Sp Atk,100
492 - A,Sp Def,100
492 - A,Spd,100
492 - B,Hp,100
492 - B,Atk,103
492 - B,Def,75
492 - B,Sp Atk,120
492 - B,Sp Def,75
492 - B,Spd,127
493 - A,Hp,120
493 - A,Atk,120
493 - A,Def,120
493 - A,Sp Atk,120
493 - A,Sp Def,120
493 - A,Spd,120
494 - A,Hp,100
494 - A,Atk,100
494 - A,Def,100
494 - A,Sp Atk,100
494 - A,Sp Def,100
494 - A,Spd,100
495 - A,Hp,45
495 - A,Atk,45
495 - A,Def,55
495 - A,Sp Atk,45
495 - A,Sp Def,55
495 - A,Spd,63
496 - A,Hp,60
496 - A,Atk,60
496 - A,Def,75
496 - A,Sp Atk,60
496 - A,Sp Def,75
496 - A,Spd,83
497 - A,Hp,75
497 - A,Atk,75
497 - A,Def,95
497 - A,Sp Atk,75
497 - A,Sp Def,95
497 - A,Spd,113
498 - A,Hp,65
498 - A,Atk,63
498 - A,Def,45
498 - A,Sp Atk,45
498 - A,Sp Def,45
498 - A,Spd,45
499 - A,Hp,90
499 - A,Atk,93
499 - A,Def,55
499 - A,Sp Atk,70
499 - A,Sp Def,55
499 - A,Spd,55
500 - A,Hp,110
500 - A,Atk,123
500 - A,Def,65
500 - A,Sp Atk,100
500 - A,Sp Def,65
500 - A,Spd,65
501 - A,Hp,55
501 - A,Atk,55
501 - A,Def,45
501 - A,Sp Atk,63
501 - A,Sp Def,45
501 - A,Spd,45
502 - A,Hp,75
502 - A,Atk,75
502 - A,Def,60
502 - A,Sp Atk,83
502 - A,Sp Def,60
502 - A,Spd,60
503 - A,Hp,95
503 - A,Atk,100
503 - A,Def,85
503 - A,Sp Atk,108
503 - A,Sp Def,70
503 - A,Spd,70
503 - B,Hp,90
503 - B,Atk,108
503 - B,Def,80
503 - B,Sp Atk,100
503 - B,Sp Def,65
503 - B,Spd,85
504 - A,Hp,45
504 - A,Atk,55
504 - A,Def,39
504 - A,Sp Atk,35
504 - A,Sp Def,39
504 - A,Spd,42
505 - A,Hp,60
505 - A,Atk,85
505 - A,Def,69
505 - A,Sp Atk,60
505 - A,Sp Def,69
505 - A,Spd,77
506 - A,Hp,45
506 - A,Atk,60
506 - A,Def,45
506 - A,Sp Atk,25
506 - A,Sp Def,45
506 - A,Spd,55
507 - A,Hp,65
507 - A,Atk,80
507 - A,Def,65
507 - A,Sp Atk,35
507 - A,Sp Def,65
507 - A,Spd,60
508 - A,Hp,85
508 - A,Atk,110
508 - A,Def,90
508 - A,Sp Atk,45
508 - A,Sp Def,90
508 - A,Spd,80
509 - A,Hp,41
509 - A,Atk,50
509 - A,Def,37
509 - A,Sp Atk,50
509 - A,Sp Def,37
509 - A,Spd,66
510 - A,Hp,64
510 - A,Atk,88
510 - A,Def,50
510 - A,Sp Atk,88
510 - A,Sp Def,50
510 - A,Spd,106
511 - A,Hp,50
511 - A,Atk,53
511 - A,Def,48
511 - A,Sp Atk,53
511 - A,Sp Def,48
511 - A,Spd,64
512 - A,Hp,75
512 - A,Atk,98
512 - A,Def,63
512 - A,Sp Atk,98
512 - A,Sp Def,63
512 - A,Spd,101
513 - A,Hp,50
513 - A,Atk,53
513 - A,Def,48
513 - A,Sp Atk,53
513 - A,Sp Def,48
513 - A,Spd,64
514 - A,Hp,75
514 - A,Atk,98
514 - A,Def,63
514 - A,Sp Atk,98
514 - A,Sp Def,63
514 - A,Spd,101
515 - A,Hp,50
515 - A,Atk,53
515 - A,Def,48
515 - A,Sp Atk,53
515 - A,Sp Def,48
515 - A,Spd,64
516 - A,Hp,75
516 - A,Atk,98
516 - A,Def,63
516 - A,Sp Atk,98
516 - A,Sp Def,63
516 - A,Spd,101
517 - A,Hp,76
517 - A,Atk,25
517 - A,Def,45
517 - A,Sp Atk,67
517 - A,Sp Def,55
517 - A,Spd,24
518 - A,Hp,116
518 - A,Atk,55
518 - A,Def,85
518 - A,Sp Atk,107
518 - A,Sp Def,95
518 - A,Spd,29
519 - A,Hp,50
519 - A,Atk,55
519 - A,Def,50
519 - A,Sp Atk,36
519 - A,Sp Def,30
519 - A,Spd,43
520 - A,Hp,62
520 - A,Atk,77
520 - A,Def,62
520 - A,Sp Atk,50
520 - A,Sp Def,42
520 - A,Spd,65
521 - A,Hp,80
521 - A,Atk,115
521 - A,Def,80
521 - A,Sp Atk,65
521 - A,Sp Def,55
521 - A,Spd,93
522 - A,Hp,45
522 - A,Atk,60
522 - A,Def,32
522 - A,Sp Atk,50
522 - A,Sp Def,32
522 - A,Spd,76
523 - A,Hp,75
523 - A,Atk,100
523 - A,Def,63
523 - A,Sp Atk,80
523 - A,Sp Def,63
523 - A,Spd,116
524 - A,Hp,55
524 - A,Atk,75
524 - A,Def,85
524 - A,Sp Atk,25
524 - A,Sp Def,25
524 - A,Spd,15
525 - A,Hp,70
525 - A,Atk,105
525 - A,Def,105
525 - A,Sp Atk,50
525 - A,Sp Def,40
525 - A,Spd,20
526 - A,Hp,85
526 - A,Atk,135
526 - A,Def,130
526 - A,Sp Atk,60
526 - A,Sp Def,80
526 - A,Spd,25
527 - A,Hp,65
527 - A,Atk,45
527 - A,Def,43
527 - A,Sp Atk,55
527 - A,Sp Def,43
527 - A,Spd,72
528 - A,Hp,67
528 - A,Atk,57
528 - A,Def,55
528 - A,Sp Atk,77
528 - A,Sp Def,55
528 - A,Spd,114
529 - A,Hp,60
529 - A,Atk,85
529 - A,Def,40
529 - A,Sp Atk,30
529 - A,Sp Def,45
529 - A,Spd,68
530 - A,Hp,110
530 - A,Atk,135
530 - A,Def,60
530 - A,Sp Atk,50
530 - A,Sp Def,65
530 - A,Spd,88
531 - A,Hp,103
531 - A,Atk,60
531 - A,Def,86
531 - A,Sp Atk,60
531 - A,Sp Def,86
531 - A,Spd,50
532 - A,Hp,75
532 - A,Atk,80
532 - A,Def,55
532 - A,Sp Atk,25
532 - A,Sp Def,35
532 - A,Spd,35
533 - A,Hp,85
533 - A,Atk,105
533 - A,Def,85
533 - A,Sp Atk,40
533 - A,Sp Def,50
533 - A,Spd,40
534 - A,Hp,105
534 - A,Atk,140
534 - A,Def,95
534 - A,Sp Atk,55
534 - A,Sp Def,65
534 - A,Spd,45
535 - A,Hp,50
535 - A,Atk,50
535 - A,Def,40
535 - A,Sp Atk,50
535 - A,Sp Def,40
