IdForm,FormPokemon,Url_ImgPokemonForm,Description,Size (cm),Weight (kg),Ability
0489-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/489.png,"Si sube la temperatura del mar, infla el flotador de su cabeza y flota en grupo en la superficie.",40,3.1,Hidratación
0490-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/490.png,Nace con un maravilloso poder que le permite establecer vínculos con cualquier tipo de Pokémon.,30,1.4,Hidratación
0491-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/491.png,Defiende su territorio de personas y Pokémon haciéndoles dormir y provocándoles pesadillas.,150,50.5,Mal Sueño
0491-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Darkrai_LPZA.png,Defiende su territorio de personas y Pokémon haciéndoles dormir y provocándoles pesadillas.,300,240,Mal Sueño
0492-A,A - Land,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/492.png,Puede disolver las toxinas del aire para transformar tierra yerma en campos de flores.,20,2.1,Cura Natural
0492-B,B - Sky,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10006.png,Puede disolver las toxinas del aire para transformar tierra yerma en campos de flores.,40,5.2,Dicha
0493-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/493.png,"Según la mitología de Sinnoh, Arceus surgió de un huevo y después creó todo el mundo.",320,320,Multitipo
0494-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/494.png,Pokémon que atrae la victoria. Dicen que el Entrenador que lo lleve saldrá vencedor de cualquier batalla.,40,4,Tinovictoria
0495-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/495.png,"Cuando recibe los rayos de sol, se mueve mucho más rápido que de costumbre. Usa mejor sus lianas que sus manos.",60,8.1,"Espesura, Respondón"
0496-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/496.png,Parece que se desliza al correr. Engaña a sus rivales con su velocidad y los fustiga con su látigo.,80,16,"Espesura, Respondón"
0497-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/497.png,Tan solo muestra su verdadero poder a quienes no se amedrentan ante su noble pero inquisitoria mirada.,330,63,"Espesura, Respondón"
0498-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/498.png,Evita con agilidad los ataques enemigos. Lanza bolas de fuego por su hocico y tuesta bayas del bosque para comer.,50,9.9,"Mar Llamas, Sebo"
0499-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/499.png,"Cuanto más come, más combustible tiene en su interior para avivar sus llamas, con lo que también aumenta su poder.",100,55.5,"Mar Llamas, Sebo"
0500-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/500.png,Calienta sus puños con las llamas de su barbilla para propinar puñetazos ardientes. Es muy fiel a sus compañeros.,160,150,"Mar Llamas, Audaz"
0500-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Emboar.png,Calienta sus puños con las llamas de su barbilla para propinar puñetazos ardientes. Es muy fiel a sus compañeros.,180,180.3,"Mar Llamas, Audaz"
0501-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/501.png,"La vieira de su ombligo no solo sirve como arma, sino también como instrumento para cortar las bayas que estén duras.",50,5.9,"Torrente, Caparazón"
0502-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/502.png,Gran espadachín. Utiliza sus dos vieiras con soltura al ejecutar las técnicas que aprende con una disciplina espartana.,80,24.5,"Torrente, Caparazón"
0503-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/503.png,"En un abrir y cerrar de ojos, puede desenvainar y envainar los sables que hay en sus patas delanteras.",150,94.6,"Torrente, Caparazón"
0503-B,B - Hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10236.png,"En un abrir y cerrar de ojos, puede desenvainar y envainar los sables que hay en sus patas delanteras.",150,58.2,"Torrente, Cortante"
0504-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/504.png,Almacena víveres en unas bolsas en sus mofletes y vigila durante días. Hace señales con la cola a sus compañeros.,50,11.6,"Fuga, Vista Lince, Cálculo Final"
0505-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/505.png,"Los componentes luminiscentes de su interior hacen que sus ojos y su cuerpo brillen, y así intimida a sus rivales.",110,27,"Iluminación, Vista Lince, Cálculo Final"
0506-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/506.png,Los mechones que cubren su cara actúan como un magnífico radar para detectar con precisión lo que hay a su alrededor.,40,4.1,"Espíritu Vital, Recogida, Fuga"
0507-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/507.png,"Este Pokémon es muy leal. No solo ayuda a Entrenadores, sino que también se preocupa por otros Pokémon.",90,14.7,"Intimidación, Ímpetu Arena, Intrépido"
0508-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/508.png,Socorre a humanos perdidos en montañas azotadas por ventiscas. Su largo pelaje le protege del frío.,120,61,"Intimidación, Ímpetu Arena, Intrépido"
0509-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/509.png,"Distrae a su oponente con movimientos gráciles y sustrae sus pertenencias. Cuando se enfada, ataca con las garras.",40,10.1,"Flexibilidad, Liviano, Bromista"
0510-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/510.png,"Su bella y grácil silueta le viene dada por su desarrollada musculatura, que le permite andar de noche sin hacer ruido.",110,37.5,"Flexibilidad, Liviano, Bromista"
0511-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/511.png,Comparte las hojas de su cabeza con Pokémon agotados. Posee la facultad de aliviar el cansancio.,60,10.5,"Gula, Espesura"
0512-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/512.png,Ataca estampando las espinas de su cola en el enemigo. Es un Pokémon con mucho temperamento.,110,30.5,"Gula, Espesura"
0513-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/513.png,Pokémon muy inteligente que tiene la costumbre de tostar las bayas antes de comérselas. Ayuda mucho a los humanos.,60,11,"Gula, Mar Llamas"
0514-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/514.png,"Achicharra a sus enemigos desprendiendo llamas por la cola y la cabeza, fruto de su desmesurado calor interno.",100,28,"Gula, Mar Llamas"
0515-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/515.png,El agua acumulada en su mata de pelo es rica en nutrientes. Usa su cola para regar plantas con esa misma agua.,60,13.5,"Gula, Torrente"
0516-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/516.png,"Cuando lanza agua a alta presión con su cola, puede incluso resquebrajar una pared de cemento.",100,29,"Gula, Torrente"
0517-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/517.png,"Cuando un humano o un Pokémon sufre una pesadilla, Munna se aparece ante ellos y la engulle.",60,23.3,"Alerta, Sincronía, Telepatía"
0518-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/518.png,Multitud de sueños de humanos y Pokémon se encuentran atrapados en el humo que despide por su frente.,110,60.5,"Alerta, Sincronía, Telepatía"
0519-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/519.png,"Es un Pokémon muy despistado. Aunque reciba órdenes de su Entrenador, se le olvidan, y se queda esperando.",30,2.1,"Sacapecho, Afortunado, Rivalidad"
0520-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/520.png,"Según los rumores, en lo más profundo del bosque donde mora Tranquill, hay un mundo pacífico y exento de luchas.",60,15,"Sacapecho, Afortunado, Rivalidad"
0521-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/521.png,"El macho amenaza al enemigo meciendo el adorno de su cabeza. Al volar, la hembra es mucho más diestra que el macho.",120,29,"Sacapecho, Afortunado, Rivalidad"
0522-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/522.png,Aparece cuando nubes envueltas en rayos encapotan el cielo. Atrapa rayos con su crin y almacena electricidad.,80,29.8,"Pararrayos, Electromotor, Herbívoro"
0523-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/523.png,"Es un Pokémon con mucho temperamento. Cuando se enoja, lanza rayos desde su crin en todas direcciones.",160,79.5,"Pararrayos, Electromotor, Herbívoro"
0524-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/524.png,"Su oreja tiene forma hexagonal. Su cuerpo fue comprimido bajo tierra. Por eso, es duro como el acero.",40,18,"Robustez, Armadura Frágil, Poder Arena"
0525-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/525.png,La energía que no puede contener en el interior de su cuerpo se escapa formando cristales naranjas.,90,102,"Robustez, Armadura Frágil, Poder Arena"
0526-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/526.png,"Absorbe los rayos solares, procesa esa energía en su núcleo y lanza poderosas bolas de luz a sus enemigos.",170,260,"Robustez, Chorro Arena, Poder Arena"
0527-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/527.png,Vive en bosques oscuros y cavernas. Emite ultrasonidos por la nariz para saber todo lo que pasa a su alrededor.,40,2.1,"Ignorante, Zoquete, Simple"
0528-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/528.png,"Cuando emite ondas ultrasónicas, que incluso pueden reventar el cemento, agita su cola con vehemencia.",90,10.5,"Ignorante, Zoquete, Simple"
0529-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/529.png,"Cuando junta las garras y comienza a dar vueltas frenéticas, avanza bajo tierra a gran velocidad.",30,8.5,"Ímpetu Arena, Poder Arena, Rompemoldes"
0530-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/530.png,Su taladro ha evolucionado y es capaz de atravesar una lámina de hierro. Es muy útil para construir túneles.,70,40.4,"Ímpetu Arena, Poder Arena, Rompemoldes"
0530-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Excadrill_LPZA.png,Su taladro ha evolucionado y es capaz de atravesar una lámina de hierro. Es muy útil para construir túneles.,90,60,"Ímpetu Arena, Poder Arena, Rompemoldes"
0531-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/531.png,"Con las antenas de sus oídos, perciben el estado de un rival o predicen cuándo va a eclosionar un Huevo Pokémon.",110,31,"Alma Cura, Regeneración, Zoquete"
0531-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Audino.png,"Con las antenas de sus oídos, perciben el estado de un rival o predicen cuándo va a eclosionar un Huevo Pokémon.",150,32,Alma cura
0532-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/532.png,Siempre lleva vigas de madera. Normalmente ayuda en obras de construcción.,60,12.5,"Agallas, Potencia Bruta, Puño Férreo"
0533-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/533.png,"Gracias a su entrenada musculatura, puede blandir vigas de acero sin problema para así derribar edificios enteros.",120,40,"Agallas, Potencia Bruta, Puño Férreo"
0534-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/534.png,Se cree que Conkeldurr enseñó a los humanos la técnica para elaborar cemento hace más de 2000 años.,140,87,"Agallas, Potencia Bruta, Puño Férreo"
0535-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/535.png,Emite sonidos imperceptibles para los humanos con la vibración de sus mejillas y advierte de algún peligro a los suyos.,50,4.5,"Nado Rápido, Hidratación, Absorbe Agua"
0536-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/536.png,"Cuando hace vibrar el bulto de su cabeza, no solo se embravece el mar, sino que la tierra también tiembla.",80,17,"Nado Rápido, Hidratación, Absorbe Agua"
0537-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/537.png,Aumenta la potencia de sus puñetazos haciendo vibrar sus puños. Es capaz de quebrar una roca de un solo golpe.,150,62,"Nado Rápido, Toque Tóxico, Absorbe Agua"
0538-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/538.png,Aumenta su potencia si se aprieta el cinturón. Un Throh salvaje teje su propio cinturón usando lianas.,130,55.5,"Agallas, Foco Interno, Rompemoldes"
0539-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/539.png,"Para lograr dominar las técnicas de kárate más letales, se retiran a las montañas y entrenan día y noche.",140,51,"Robustez, Foco Interno, Rompemoldes"
0540-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/540.png,Recorta hojas y las teje con el líquido viscoso que segrega por la boca para hacerse su propia ropa.,30,2.5,"Enjambre, Clorofila, Funda"
0541-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/541.png,La vegetación abunda en los bosques que habita. Este Pokémon transforma las hojas caídas en nutrientes.,50,7.3,"Defensa Hoja, Clorofila, Funda"
0542-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/542.png,"Si se encuentra con un Pokémon joven, segrega por la boca hilos pegadizos con los que le teje una prenda de ropa.",120,20.5,"Enjambre, Clorofila, Funda"
0543-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/543.png,"Percibe su entorno con su sentido del tacto, residente en su cabeza y cola. Su carácter es violento por naturaleza.",40,5.3,"Punto Tóxico, Enjambre, Impulso"
0544-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/544.png,Lo protege un duro caparazón. Gira como una rueda y realiza brutales placajes contra sus enemigos.,120,58.5,"Punto Tóxico, Enjambre, Impulso"
0545-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/545.png,Atenaza a sus presas con las garras que sobresalen de su cuello hasta que no se pueden mover y las remata con veneno.,250,200.5,"Punto Tóxico, Enjambre, Impulso"
0545-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Scolipede_LPZA.png,Atenaza a sus presas con las garras que sobresalen de su cuello hasta que no se pueden mover y las remata con veneno.,320,230.5,"Punto Tóxico, Enjambre, Impulso"
0546-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/546.png,Despide motas de algodón cuando lo atacan para confundir a los enemigos y poner pies en polvorosa.,30,0.6,"Bromista, Allanamiento, Clorofila"
0547-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/547.png,Aparecen en medio de un torbellino y entran en las casas para descolocar los muebles o esparcir algodón por doquier.,70,6.6,"Bromista, Allanamiento, Clorofila"
0548-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/548.png,"Mordisquear las hojas de su cabeza permite recuperar toda la vitalidad, a pesar de que están muy amargas.",50,6.6,"Clorofila, Ritmo Propio, Defensa Hoja"
0549-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/549.png,El aroma de la flor de su tocado relaja a cualquiera a su alrededor. Hay que cuidarle mucho para que no se marchite.,110,16.3,"Clorofila, Ritmo Propio, Defensa Hoja"
0549-B,B - Hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10237.png,El aroma de la flor de su tocado relaja a cualquiera a su alrededor. Hay que cuidarle mucho para que no se marchite.,120,19.2,"Clorofila, Entusiasmo, Defensa Hoja"
0550-A,A - Red Striped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/550.png,"Los de color azul y los de color rojo siempre se pelean. Son muy violentos, pero su sabor es excepcional.",100,18,"Audaz, Adaptable, Rompemoldes"
0550-B,B - Blue Striped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10016.png,"Los de color azul y los de color rojo siempre se pelean. Son muy violentos, pero su sabor es excepcional.",100,18,"Cabeza Roca, Adaptable, Rompemoldes"
0550-C,C - White Striped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10247.png,"Los de color azul y los de color rojo siempre se pelean. Son muy violentos, pero su sabor es excepcional.",100,18,"Cobardía, Adaptable, Rompemoldes"
0551-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/551.png,"Se desplaza hundido en la arena, dejando al descubierto solo los ojos y la nariz. Una membrana negra le protege los ojos.",70,15.2,"Intimidación, Autoestima, Irascible"
0552-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/552.png,Viven en manadas. La membrana que cubre sus ojos los protege de la arena.,100,33.4,"Intimidación, Autoestima, Irascible"
0553-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/553.png,Un Pokémon bastante violento. Ataca todo lo que se mueva delante de él con sus mortíferas mandíbulas.,150,96.3,"Intimidación, Autoestima, Irascible"
0554-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/554.png,"Como sus excrementos están muy calientes, la gente de antaño se los metía en los bolsillos para calentarse.",60,37.5,"Entusiasmo, Foco Interno"
0554-B,B - Galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10176.png,"Como sus excrementos están muy calientes, la gente de antaño se los metía en los bolsillos para calentarse.",70,40,"Entusiasmo, Foco Interno"
0555-A,A - Standard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/555.png,"Cuando resulta gravemente herido, se endurece como una piedra y medita para agudizar la mente.",130,92.9,"Potencia Bruta, Modo Daruma"
0555-B,B - Zen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10017.png,"Cuando resulta gravemente herido, se endurece como una piedra y medita para agudizar la mente.",130,92.9,"Potencia Bruta, Modo Daruma"
0555-C,C - Galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10177.png,"Cuando resulta gravemente herido, se endurece como una piedra y medita para agudizar la mente.",170,120,"Monotema, Modo Daruma"
0555-D,D - Daruma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10178.png,"Cuando resulta gravemente herido, se endurece como una piedra y medita para agudizar la mente.",170,120,"Monotema, Modo Daruma"
0556-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/556.png,Espanta a los Pokémon pájaro con un baile rápido y haciendo ruido para evitar que picoteen las semillas de sus flores.,100,28,"Absorbe Agua, Clorofila, Colector"
0557-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/557.png,"Abre un agujero en la roca y vive en él. Si la roca se resquebraja, no se queda tranquilo hasta que no encuentra otra.",30,14.5,"Robustez, Caparazón, Armadura Frágil"
0558-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/558.png,Su inmensa capacidad motriz le permite desplazarse cargando a sus espaldas rocas enormes durante días.,140,200,"Robustez, Caparazón, Armadura Frágil"
0559-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/559.png,"Se sube la piel hasta el cuello para defenderse. Su elasticidad, similar a la de una goma, reduce el daño recibido.",60,11.8,"Mudar, Autoestima, Intimidación"
0560-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/560.png,"Se protege de los ataques con la muda de su piel mientras reparte patadas. Cuanto mayor es su cresta, más se le respeta.",110,30,"Mudar, Autoestima, Intimidación"
0560-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Scrafty_LPZA.png,"Se protege de los ataques con la muda de su piel mientras reparte patadas. Cuanto mayor es su cresta, más se le respeta.",110,31,"Mudar, Autoestima, Intimidación"
0561-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/561.png,Fue la deidad protectora de una ciudad milenaria. Ataca con su poder psíquico a los enemigos que invaden su territorio.,140,14,"Piel Milagro, Muro Mágico, Cromolente"
0562-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/562.png,Almas de humanos sepultados en tumbas que han adquirido forma de Pokémon. Recuerdan su vida antes de la muerte.,50,1.5,Momia
0562-B,B - Galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10179.png,Almas de humanos sepultados en tumbas que han adquirido forma de Pokémon. Recuerdan su vida antes de la muerte.,50,1.5,Alma Errante
0563-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/563.png,Se comenta que engulle a todo humano que se le acerca y lo momifica. Su comida favorita son las pepitas de oro.,170,76.5,Momia
0564-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png,Ya pululaba por las aguas hace 100 millones de años. También va a tierra a veces en busca de alimento.,70,16.5,"Roca Sólida, Robustez, Nado Rápido"
0565-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png,Vive en el mar y en la superficie. Sus garras pueden abrir un agujero en el fondo de un petrolero.,120,81,"Roca Sólida, Robustez, Nado Rápido"
0566-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png,Pokémon que renació de un fósil. Dicen que es el antepasado de todos los Pokémon pájaro.,50,9.5,Flaqueza
0567-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png,Levanta el vuelo tras coger carrerilla. Coopera con sus compañeros de bandada para atrapar a sus presas.,140,32,Flaqueza
0568-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png,Pokémon nacido de la reacción química entre una bolsa de basura y residuos industriales.,60,31,"Hedor, Viscosidad, Detonación"
0569-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png,Apresa a su rival con el brazo izquierdo y le da el golpe de gracia exhalando por la boca un apestoso gas venenoso.,190,107.3,"Hedor, Armadura Frágil, Detonación"
0570-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/570.png,Adopta la apariencia de su enemigo para engañarlo vilmente y aprovecha su estupor para poner tierra por medio.,70,12.5,Ilusión
0570-B,B - Hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10238.png,Adopta la apariencia de su enemigo para engañarlo vilmente y aprovecha su estupor para poner tierra por medio.,70,12.5,Ilusión
0571-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/571.png,Tiene la facultad de confundir a muchos humanos a la vez. Protege su guarida creando un paisaje ilusorio.,160,81.1,Ilusión
0571-B,B - Hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10239.png,Tiene la facultad de confundir a muchos humanos a la vez. Protege su guarida creando un paisaje ilusorio.,160,73,Ilusión
0572-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/572.png,Se saludan entre sí frotándose con la cola y limpiándose a conciencia.,40,5.8,"Gran Encanto, Experto, Encadenado"
0573-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/573.png,El pelo que cubre su cuerpo proporciona una agradable sensación al tocarlo. No acumula ni polvo ni electricidad estática.,50,7.5,"Gran Encanto, Experto, Encadenado"
0574-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/574.png,Amplifica su poder psíquico con sus antenitas en forma de lazo. Siempre está mirando algo fijamente.,40,5.8,"Cacheo, Tenacidad, Sombra Trampa"
0575-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/575.png,"La luz de las estrellas origina su poder. De noche, marca su posición haciendo levitar piedras con su poder psíquico.",70,18,"Cacheo, Tenacidad, Sombra Trampa"
0576-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/576.png,Su inmenso poder psíquico distorsiona el espacio y le permite reflejar incluso estrellas a años luz de distancia.,150,44,"Cacheo, Tenacidad, Sombra Trampa"
0577-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png,"Gracias a la sustancia viscosa que envuelve su cuerpo, permanece tranquilo por dura o rigurosa que sea la situación.",30,1,"Funda, Muro Mágico, Regeneración"
0578-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png,"Cuando las dos partes de su cerebro piensan lo mismo, saca todo su poder a relucir.",60,8,"Funda, Muro Mágico, Regeneración"
0579-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png,Hacen gala de su poder psíquico y mueven sus brazos compuestos de líquido para controlar rocas y hacerlas añicos.,100,20.1,"Funda, Muro Mágico, Regeneración"
